正文,真实值,预测值
目的 探讨 曲安 奈德 联合 雷公藤 甙 片 治疗 口腔 扁平 苔癣 临床 疗效 方法 例 口腔 扁平 苔癣 患者 随机 分为 治疗 组和 对照组 对照组 例 给予 曲安 奈德 盐酸 利多卡因 混合液 注射 于病 损处 治疗 组 例 对照组 治疗 基础 口服 雷公藤 甙 片 观察 疗效 治疗 组总 有效率 对照组 总 有效率 结论 曲安 奈德 联合 雷公藤 甙 片 治疗 口腔 扁平 苔癣 临床 疗效,1,[0.9992594]
目的 观察 敛疡 含漱液 治疗 口腔 黏膜 疾病 临床 疗效 方法 本病 例 分为 治疗 组和 对照组 例 治疗 组 给予 敛疡 含漱液 治疗 对照组 给予 康复 新液 治疗 两组 患者 治疗 效果 总 有效率 治疗 组为 对照组 组间 差异 统计学 意义 结论 敛疡 含漱液 治疗 口腔 黏膜 疾病 效果,0,[0.1274962]
正 口腔科 医疗器械 微生物 污染 机会 医院 感染 管理 重点 部门 口腔 患者 多为 门诊 治疗 做 血液学 筛查 医疗器械 重复使用 消毒 灭菌 不严 导致 血源性 疾病 传播 极易 院内 感染 引发 公共卫生 突发事件 影响 患者 身体健康 生态环境 上海市 奉贤区 口腔 诊疗 场所 卫生 消毒 质量 年 月 辖区 家 口腔 诊疗 机构 卫生 消毒 质量 专项 检测 现将 报道,0,[5.2405816e-05]
目的 探讨 口腔 颌面部 大面积 缺损 中 胸大肌 肌 皮瓣 修复 重建 临床 效果 价值 方法 选取 我院 年 月 年 月 收治 例 口腔 颌面部 大面积 组织 缺损 患者 胸大肌 带蒂肌 皮瓣 修复 治疗 观察 患者 治疗 临床 效果 评估 价值 例 口腔 颌面部 大面积 缺损 患者 胸大肌 肌 皮瓣 修复 治疗 成活 成活率 例 远端 坏死 治疗 成活 影响 口腔 功能 例 修复 开口 受限 Ⅱ 度 例 下颌骨 区段 切除 口腔 功能 患者 满意度 结论 口腔 颌面部 大面积 缺损 临床 修复 治疗 中 胸大肌 肌 皮瓣 缺损 面积 修复 效果 成活率 改善 口腔 功能 患者 修复 效果 满意,0,[0.00087171]
目的 评价 重组 酸性 成 纤维细胞 生长因子 预防 鼻咽癌 放射性 损伤 临床 疗效 安全性 方法 选择 年 月 年 月 期间 解放军 医院 吉林市 中心医院 吉林市 人民 医院 收治 例 鼻咽癌 患者 随机 数字 表法 分为 观察 组和 对照组 例 组 患者 常规 放射治疗 对照组 患者 放疗 给予 氯化钠 注射液 喷敷及 含漱 红斑 溃烂 络合 碘涂 擦 日 次 暴露 放射 野 皮肤 放疗 结束 周 观察 组 患者 对照组 治疗 基础 喷敷 放射 野 皮肤 溶于 氯化钠 注射液 中 含漱 随访 放疗 结束 周 观察 组 患者 皮肤 口腔 黏膜 味觉 损伤 情况 对照组 观察 组 患者 Ⅳ 度 放射性 皮炎 发生率 Ⅳ 级 放射性 口腔 黏膜 损伤 发生率 Ⅰ Ⅱ 度 味觉 损伤 情况 发生率 组 差异 统计学 意义 服药 期间 观察 组 患者 不良反应 表现 瘙痒 恶心 未见 不良反应 组 差异 统计学 意义 结论 减轻 鼻咽癌 放疗 所致 皮肤 口腔 黏膜 味觉 损伤 情况 不良反应 少 值得 临床 推广,1,[0.9998462]
目的 研究 微型 种植体 支抗 传统 正畸 方法 口腔 正畸 治疗 疗效 方法 年 月 年 月 期间 我院 接受 口腔 正畸 治疗 患者 纳入 研究 正畸 治疗 方法 分为 采用 微型 种植体 支抗 治疗 观察 组和 采用 传统 强 支抗 治疗 对照组 两组 患者 治疗 线 测量 项目 差值 咀嚼 功能 牙龈 情况 治疗 前 治疗 周时 两组 患者 差值 差异 统计学 意义 观察 组 患者 咬 合力 咀嚼 效率 牙龈 指数 出血指数 菌斑指数 高于 对照组 差异 统计学 意义 结论 微型 种植体 支抗 传统 强 支抗 固定 效果 改善 咀嚼 功能 牙龈 情况 口腔 正畸 治疗 理想 方法,0,[0.02191208]
目的 探讨 慢性病 患者 口腔 健康 口腔卫生 影响 方法 采用 口腔 健康 调查表 简化 口腔卫生 指数 例 慢性病 患者 调查 例 慢性病 患者 中 口腔 健康 例 不良行为 例 健康 组 评分 低于 不良行为 组 差异 统计学 意义 结论 慢性病 患者 口腔 健康 口腔卫生 欠佳 培养 口腔 健康 有助于 改善 口腔卫生 状况,0,[0.00235194]
目的 探讨 口腔 正畸 治疗 错  伴牙列 缺损 患者 临床 效果 方法 我院 年 月 年 月 收治 修复 错  伴牙列 缺损 例 患者 临床 资料 回顾性 分析 例 患者 牙齿 相 治疗 前 排列 整齐 咬合 度 随访 年 未 松动 移位 现象 讨论 口腔 正畸 修复 治疗 错  伴牙列 缺损 效果 临床 推广,0,[1.2698026e-06]
无托槽 隐形 矫治 技术 世纪 年代 正畸 临床 美观 性 舒适性 便捷性 疗效 可预测性 备受 国内外 正畸 医生 患者 青睐 本文 无托槽 隐形 矫治 系统 生物力学 国内外 研究进展 综述 正畸 医生 临床 中 提高 工作效率 患者 满意度,0,[4.7170004e-05]
医学 学科 专业化 医学知识 增长 技术 必然结果 医学专业 技术 高层次 发展 必经之路 医学 学科 专业化 有利于 提高 诊疗 质量 学科 发展 笔者 医院 口腔科 实行 专业化 建设 经济 社会效益 笔者 医院 口腔科 运营 模式 分析 探讨 综合 医院 口腔科 未来 发展 方向,0,[6.411989e-05]
目的 探讨 口腔 正畸 治疗 患者 颞 下颌 关节 骨关节 病 患病 情况 方法 例 接受 正畸 治疗 患者 临床 资料 回顾性 分析 研究 患者 发生 颞 下颌 关节 骨关节 病 发病 因素 本组 研究 中 女性 患者 颞 下颌 关节 骨关节 发病率 男性 患者 颞 下颌 关节 骨关节 发病率 两组 差异 统计学 意义 安氏 Ⅱ 类 患者 错牙合 检出率 安氏 Ⅰ 类 错牙合 检出率 倍 安氏 Ⅱ 类 患者 错牙合 检出率 安氏 类 错牙合 检出率 倍 数据 差异 统计学 意义 安氏 Ⅰ 类 错牙合 安氏 类 错牙合 检出率 差异 统计学 意义 结论 临床 颞 下颌 关节 骨关节 患者 常见 患者 病症 检出率 患者 年龄 性别 错牙合 因素 密切关系,0,[1.8333917e-06]
目的 江门市 职业 人群 年来 健康 体检 口腔 面部 检查 观察 职业 接触 组 口腔 面部 健康状况 方法 采用 望诊 触诊 扪诊 叩诊 常规 口腔 检查 方法 记录 常见疾病 异常 表现 岗位 作业 人员 观察 组织 侧重 检查 分析 口腔 面部 病变 多种 表现 检查 人群 中以面 颈部 皮肤 病变 牙齿 组织 病变 龋齿 牙根 尖炎 牙本质 过敏 氟牙症 牙周组织 病变 牙龈 充血 牙周炎 舌根 部小 滤泡 口腔 黏膜 溃疡 常见 龋齿 舌根 部小 滤泡 牙周炎 三 年间 检出率 ‰ ‰ ‰ ‰ ‰ ‰ 岗位 作业 人员 面部 口腔 重点 观察 部位 病变 检出率 高于 总体 人群 接触 汞 锡 化合物 作业 人员 牙龈 充血 检出率 ‰ ‰ 接触 粉尘 甲醛 作业 舌根 部小 滤泡 检出率 ‰ ‰ 颊 黏膜 红肿 增生 见于 接触 镉 锰 化合物 作业 人员 检出率 ‰ ‰ 牙龈 铅线 见于 接触 铅 化合物 尿 铅含量 增高 结论 职业病 危害 因素 接触 组有 口腔 发病 部位 临床表现 发作 应 健康 监护 措施 从业人员 口腔 常见疾病 异常 表现 低水平,0,[0.00010808]
目的 探讨 牙周 牙髓 联合 病变 临床 科学合理 诊治 方法 方法 选取 例 牙周 牙髓 联合 病变 患者 本次 研究 对象 分析 患者 疾病 临床 选择 科学合理 治疗 方法 临床 治疗 治疗 随访 患者 年 患者 临床 效果 评定 牙髓 感染 牙周病 根管 治疗 例 患者 痊愈 率为 患者 治疗 之间 差异 统计学 意义 结论 牙周 牙髓 联合 病变 临床 取决于 原 发病 损 病因 病变 选择 治疗 措施,0,[0.00154492]
目的 口腔 种植义齿 患有 糖尿病 患者 展开 临床 治疗 研究 口腔 专业 护理 中 各项 护理 干预 患者 炎症 概率 影响 方法 选取 我院 收治 口腔 种植义齿 患有 糖尿病 患者 例 随机 原则 分为 对照组 观察 组 对照组 采用 常规 护理 模式 观察 组在 常规 口腔 专业 清洁 去除 牙菌斑 牙石 健康 宣教 采用 问卷调查 方式 患者 牙线 漱口液 牙刷 类型 牙缝 刷 刷牙 时间 情况 统计 炎症 概率 调查 例 患者 中 种植体 炎 例 炎症 率 统计 发现 牙线 漱口水 清洁 口腔 刷牙 时间 患者 种植体 炎 概率 患者 几项 依从 人数 并不多 专业 口腔 护理 观察 组 情况 更优 组 差异 统计学 意义 结论 口腔 专业 护理 糖尿病 患者 种植体 炎 预防 优化 干预 效果 适合 临床 推广,1,[0.9749904]
目的 深圳市 龙华 新区 劳务工 子女 小学 二年级 下学期 岁 儿童 龋病 患病 现状 地区 牙病 防治 工作 提供 方法 采用 整群 分层 随机抽样 方法 抽取 深圳市 龙华 新区 劳务工 子女 二年级 下学期 岁 学龄儿童 龙华 新区 劳务工 子女 第一 恒 磨牙 患 龋 率 龋 龋齿 充填 率为 结论 龙华 新区 劳务工 子女 第一 恒 磨牙 患 龋 率 男生 女生 之间 差异 统计学 意义 男生 女生 患 龋 率 差别 第一 恒 磨牙 龋 男生 女生 之间 差异 统计学 意义 第一 恒 磨牙 龋 男生 低于 女生 第一 恒 磨牙 龋齿 充填 率 男生 女生 之间 差异 统计学 意义 男女之间 差别 第一 恒 磨牙 龋齿 充填 率 男生 高于 女生,0,[0.00033405]
目的 观察 牙周 整复 术 口腔 修复 患者 临床 治疗 中 效果 方法 选取 例拟 口腔 修复 术 患者 研究 对象 分为 观察 组和 对照组 例 对照组 常规 程序 行 口腔 修复 术 观察 组 在此之前 利用 高频 电刀 牙周 整复 术 随访 一年 两组 患者 治疗 有效率 牙龈 萎缩 发生率 外观 评分 功能 评分 观察 组 患者 治疗 有效率 高于 对照组 牙龈 萎缩 发生率 低于 对照组 差异 统计学 意义 观察 组 患者 外观 评分 平均 ± 分 高于 对照组 ± 分 功能 评分 平均 ± 分 高于 对照组 ± 分 差异 统计学 意义 结论 口腔 修复 前 利用 高频 电刀 行 牙周 整复 提高 口腔 修复 患者 疗效 降低 牙龈 萎缩 发生率 改善 牙周 功能 美观 值得 临床 推广应用,0,[0.13916737]
目的 高校 研究生 夜磨牙症 发生 情况 相关 影响 因素 方法 选取 西安交通大学 年 参加 体检 名 研究生 问卷调查 口腔 检查 检查 统计学 分析 高校 研究生 夜磨牙症 发病率 男生 发病率 女生 发病率 女生 略高于 男生 差异 统计学 意义 被调查者 称有 室友 患 夜磨牙症 影响 晚上 休息 熬夜 精神紧张 父母 磨牙 颞颌 关节 紊乱 夜磨牙症 危险 因素 结论 高校 研究生 夜磨牙症 发生率 高 健康 同住 人员 影响 就诊 率 低 学校 应 健康 教育 预防 减少 学生 人群 夜磨牙症 发生,0,[0.00011232]
目的 探讨 牙科 高速 气涡轮 切割 手机 配合 阻生牙 专用 加长 裂钻 拔除 下颌 阻生牙 方法 效果 方法 选择 年 月 年 月 期间 安徽省 口腔医院 口腔 颌面 外科 门诊 拔除 下颌 阻生 第三磨牙 患者 例 随机 分为 两组 对照组 采用 传统 劈骨 分牙法 试验 组 采用 牙科 高速 气涡轮 切割 手机 配合 阻生牙 专用 加长 裂钻 拔牙 术后 复诊 评价 术后 肿胀 疼痛 张口 受限 情况 断根 下唇 麻木 发生率 对照组 试验 组 术后 创口 肿胀 疼痛 张口 受限 情况 差异 统计学 意义 结论 牙科 高速 气涡轮 切割 手机 配合 阻生牙 专用 加长 裂钻 拔除 下颌 第三 阻生牙 效果 较为理想 值得 临床 进一步 研究 推广,1,[0.99177104]
目的 循证 医学 方法 评价 盐酸 米诺 环素 治疗 种植体 炎 疗效 研究 质量 方法 计算机 检索 中国 知网 万方 数据库 维普 数据库 中 盐酸 米诺 环素 局部 治疗 种植体 炎 文献 纳入 排除 标准 筛选 文献 方法学 评价 整理 文献 循证 医学 方法 分析 检索 文献 篇 符合 随机对照 试验 标准 文献 篇 文献 数量 少 分析 纳入 文献 分析 得知 局部 盐酸 米诺 环素 治疗 种植体 炎症 时 疗效 结论 盐酸 米诺 环素 治疗 种植体 炎症 疗效 研究 文献 数量 质量 临床 需求 科学 随机对照 试验 研究 文献 指导 盐酸 米诺 环素 种植体 炎症 治疗,0,[0.00180245]
医疗 体制改革 医疗 形势 变化 口腔医学 生 临床 实习 面临 困难 学院 优化 口腔 临床 前 实习 教学模式 接轨 执业 医师 考试 构建 实践 技能 操作 培训 体系 实践 技能 培养 交流 沟通 能力 训练 提高 教师 教学 意识 提高 临床 前 实习 质量 培养 高素质 口腔医学 人才,0,[8.809904e-05]
目的 探讨 消化道 恶性肿瘤 化疗 患者 继发 口腔 并发症 危险 因素 临床 防治 口腔 并发症 提供 参考 方法 回顾性 分析 例 消化道 恶性肿瘤 接受 化疗 患者 临床 资料 化疗 发生 口腔 并发症 危险 因素 分析 例 化疗 患者 中 例 发生 口腔 黏膜炎 发病率 口腔 黏膜炎 发生 部位 颊 部 牙龈 舌部 因素 回归 分析 显示 年龄 血清 白蛋白 水平 白细胞 降低 程度 口腔 自洁 习惯 坏 多个 化疗 周期 口腔 值 消化道 恶性肿瘤 化疗 患者 继发 口腔 并发症 密切相关 结论 年龄 低 血清 白蛋白 水平 白细胞 降低 程度 口腔 自洁 习惯 多个 化疗 周期 口腔 值 多种 因素 导致 消化道 恶性肿瘤 患者 化疗 口腔 并发症 感控 措施 危险 因素 干预 降低 口腔 黏膜炎 发生,0,[2.1064786e-06]
目的 观察 芦荟 联合 多种 维生素 治疗 复发性 口疮 短期 疗效 方法 选择 符合 诊断 标准 患者 例 随机 分为 研究组 对照组 每组 例 研究组 芦荟 局部 外敷 次 连用 口服 多种 维生素 片 片 连用 对照组 予 冰硼散 局部 外敷 次 连用 记录 患者 治疗 前 治疗 视觉 模拟 评分 评分 溃疡 数目 溃疡 充血 情况 研究组 治疗 评分 低于 对照组 溃疡 数目 减少 溃疡 充血 减轻 对照组 差异 统计学 意义 结论 芦荟 联合 多种 维生素 治疗 复发性 口疮 短期 疗效,1,[0.99776125]
正 低位牙 称之为 固连牙 下沉 牙 牙根 表面 牙槽骨 之间 解剖 结构 异常 发于 乳 磨牙 重度 低位 乳 磨牙 影响 继承 恒牙 发育 萌出 咬合 导致 错  畸形 本文 报道 例 重度 低位 乳 磨牙 成功 治疗 文献 回顾 讨论 临床 诊疗 提供 有益 参考 材料 方法 资料 患儿 男 岁 左下 乳 磨牙 未萌出 就诊 口腔 检查 混合牙列 期 牙冠 远 中 倾斜  面,0,[3.3312244e-05]
目的 唐山市 岁 儿童 患 龋 情况 探讨 第一 恒 磨牙 患 龋 乳牙 患 龋 之间 相关性 方法 参照 口腔 健康 调查 方法 第三次 全国 口腔 健康 调查 方案 采用 分层 整群 随机 抽样 方法 唐山市 小学 中 随机 选取 小学 调查 点 调查 名 岁 学生 患 龋 情况 检查 第一 恒 磨牙 患 龋 率 龋 ± 龋面 ± 龋齿 充填 率为 第一 恒 磨牙 患 龋 率 龋 性别 年龄组 间 统计学 差异 龋面 年龄组 间 统计学 差异 乳牙 患 龋 率 龋 ± 龋面 ± 充填 率为 乳牙 患 龋 第一 恒 磨牙 患 龋 危险 因素 乳牙 患 龋 第一 恒 磨牙 患 龋 呈 相关 结论 唐山市 岁 儿童 第一 恒 磨牙 患 龋 情况严重 乳牙 龋 临床 预防 工作 中 预测 第一 恒 磨牙 龋坏 危险 因素,0,[0.0223817]
目的 三叉神经 半月 节 上颌 神经 射频 热凝术 治疗 原发性 三叉神经 上颌 区痛 疗效 方法 例 原发性 三叉神经 上颌 区痛 病人 随机 分为 三叉神经 半月 节组 上颌 神经 组 三叉神经 半月 节组 行 线 定位 下经卵 圆孔 三叉神经 半月 节 射频 热凝术 上颌 神经 组 行经 翼 腭 窝 上颌 神经 射频 热凝术 两组 病人 治疗 前 术 中 镇痛 术后 天 术后 天 术后 月 术后 月 术后 年 疼痛 评分 并发症 两组 术 中 镇痛 有效率 三叉神经 半月 节组 疗效 术后 月 月 年 优于 上颌 神经 组 术后 咀嚼 肌无力 发生率 高 结论 三叉神经 半月 节 上颌 神经 射频 热凝术 原发性 三叉神经 上颌 区痛 疗效 三叉神经 半月 节 射频 热凝术 疗效 更好 并发症,1,[0.908218]
目的 各类 医疗机构 口腔 综合 治疗 台 水路 细菌 污染 状况 采取有效 预防措施 方法 抽取 家 医疗机构 台 口腔 综合 治疗 台 采集 口腔 诊疗 用水 份 水样 细菌 总数 含量 分析 份 水样 细菌 总数 合格率 手机 喷水 合格率 三用 枪 喷水 合格率 二者 统计学 差异 公立 医疗机构 口腔 门诊 公立 医疗机构 私人 承包 口腔 门诊 民营 医疗机构 口腔 综合 治疗 台 水路 合格率 三者 之间 差异 市政 自来水管 网 自备 水 处理器 蒸馏水 瓶 供水 方式 细菌 含量 合格率 三者 之间 差异 结论 口腔 综合 治疗 台 水路 细菌 污染 医院 感染 控制 过程 中应 足够 重视,0,[1.6735718e-05]
